Name,Symbol,Date,Open,High,Low,Close,Adj Close,Volume
INU USD,INU26676-USD,2023-09-20,3.6242444600986805e-09,3.717957719473474e-09,3.6175733519883116e-09,3.6866079078379244e-09,3.6866079078379244e-09,39054
INU USD,INU26676-USD,2023-09-21,3.687127048124239e-09,3.689845540222336e-09,3.5412883736540834e-09,3.565557848972389e-09,3.565557848972389e-09,40373
INU USD,INU26676-USD,2023-09-24,3.6281380122460405e-09,3.677936843970997e-09,3.616727806132758e-09,3.64195562596592e-09,3.64195562596592e-09,40904
INU USD,INU26676-USD,2023-09-25,3.644478274722473e-09,3.938304793393854e-09,3.6267993053229475e-09,3.783882096541902e-09,3.783882096541902e-09,61078
INU USD,INU26676-USD,2023-10-01,3.9013903219142784e-09,4.146107013269784e-09,3.9013903219142784e-09,4.146107013269784e-09,4.146107013269784e-09,34967
INU USD,INU26676-USD,2023-10-13,3.8211189767878295e-09,3.88106524695786e-09,3.820622929140427e-09,3.864025988065123e-09,3.864025988065123e-09,36791
INU USD,INU26676-USD,2023-10-18,3.8327767626356035e-09,3.867255848888362e-09,3.802535619712444e-09,3.8061527263266726e-09,3.8061527263266726e-09,36698
