Name,Symbol,Date,Open,High,Low,Close,Adj Close,Volume
Peepa USD,PEEPA-USD,2023-09-25,2.9343971696960125e-11,2.9343971696960125e-11,2.6678418155179348e-11,2.7577202674211598e-11,2.7577202674211598e-11,418
Peepa USD,PEEPA-USD,2023-10-01,2.982340069346279e-11,2.982340069346279e-11,2.643564707416335e-11,2.732771647862009e-11,2.732771647862009e-11,607
Peepa USD,PEEPA-USD,2023-10-13,3.433399398122816e-11,3.433399398122816e-11,3.433399398122816e-11,3.433399398122816e-11,3.433399398122816e-11,314
Peepa USD,PEEPA-USD,2023-10-18,3.1926163102102834e-11,3.306577234241104e-11,3.1926163102102834e-11,3.253592881224954e-11,3.253592881224954e-11,313
