Name,Symbol,Date,Open,High,Low,Close,Adj Close,Volume
Ordinals USD,ORDI-USD,2023-09-14,3.109598398208618,3.282056331634521,3.109598398208618,3.198049068450928,3.198049068450928,12884354
Ordinals USD,ORDI-USD,2023-09-15,3.176865339279175,3.290446519851685,3.1491479873657227,3.2082512378692627,3.2082512378692627,12714726
Ordinals USD,ORDI-USD,2023-09-16,3.2649688720703125,3.437082290649414,3.237845659255981,3.4273829460144043,3.4273829460144043,12544165
Ordinals USD,ORDI-USD,2023-09-17,3.42409896850586,3.688432931900024,3.356308460235596,3.658334016799927,3.658334016799927,15253723
Ordinals USD,ORDI-USD,2023-09-18,3.679608583450317,4.169948577880859,3.679608583450317,4.012544631958008,4.012544631958008,32742018
Ordinals USD,ORDI-USD,2023-09-19,4.008814334869385,4.075207233428955,3.723345518112183,3.852197408676148,3.852197408676148,26257454
Ordinals USD,ORDI-USD,2023-09-20,3.848779439926148,3.914418935775757,3.644296884536743,3.882788181304932,3.882788181304932,22442230
Ordinals USD,ORDI-USD,2023-09-21,3.855186939239502,3.855186939239502,3.53955602645874,3.6066620349884033,3.6066620349884033,22679046
Ordinals USD,ORDI-USD,2023-09-24,3.5424153804779053,3.5424153804779053,3.4870731830596924,3.5145046710968018,3.5145046710968018,11270777
Ordinals USD,ORDI-USD,2023-09-25,3.575096845626831,3.727007389068604,3.526443719863892,3.655338048934937,3.655338048934937,17238566
Ordinals USD,ORDI-USD,2023-09-26,3.6555349826812735,3.674805879592896,3.3361501693725586,3.342004776000977,3.342004776000977,16921760
Ordinals USD,ORDI-USD,2023-09-27,3.363842487335205,3.5163509845733643,3.2633612155914307,3.31451153755188,3.31451153755188,19707796
Ordinals USD,ORDI-USD,2023-09-28,3.353228807449341,3.751739978790283,3.2942605018615723,3.622600078582764,3.622600078582764,26137948
Ordinals USD,ORDI-USD,2023-09-29,3.623199939727783,3.7205653190612793,3.5433144569396973,3.619823932647705,3.619823932647705,24593076
Ordinals USD,ORDI-USD,2023-09-30,3.608889818191528,3.81398606300354,3.597119331359864,3.6565656661987305,3.6565656661987305,18695536
Ordinals USD,ORDI-USD,2023-10-01,3.657179832458496,3.81978440284729,3.597501277923584,3.754304647445679,3.754304647445679,16872076
Ordinals USD,ORDI-USD,2023-10-02,3.736666202545166,3.841491222381592,3.5503005981445312,3.592405080795288,3.592405080795288,15363681
Ordinals USD,ORDI-USD,2023-10-03,3.616302013397217,3.619186639785767,3.3644678592681885,3.422901391983032,3.422901391983032,5441936
Ordinals USD,ORDI-USD,2023-10-05,3.415710210800171,3.434810876846313,3.39309024810791,3.433586597442627,3.433586597442627,4108210
Ordinals USD,ORDI-USD,2023-10-06,3.3521597385406494,3.523355484008789,3.335343837738037,3.492892026901245,3.492892026901245,4230907
Ordinals USD,ORDI-USD,2023-10-07,3.4559450149536133,3.543751001358032,3.437230348587036,3.477235555648804,3.477235555648804,7887277
Ordinals USD,ORDI-USD,2023-10-08,3.472003221511841,3.4832725524902344,3.366100311279297,3.421382665634156,3.421382665634156,6568182
Ordinals USD,ORDI-USD,2023-10-09,3.436086893081665,3.453830480575561,3.2969725131988525,3.453830480575561,3.453830480575561,10250458
Ordinals USD,ORDI-USD,2023-10-10,3.428280830383301,3.436739683151245,3.249157428741455,3.325773000717163,3.325773000717163,11598860
Ordinals USD,ORDI-USD,2023-10-11,3.3299481868743896,3.376323699951172,3.232804775238037,3.29119086265564,3.29119086265564,12783059
Ordinals USD,ORDI-USD,2023-10-12,3.320464611053467,3.3224730491638184,3.14310884475708,3.1699652671813965,3.1699652671813965,13969240
Ordinals USD,ORDI-USD,2023-10-13,3.189947366714477,3.2384703159332275,3.168299913406372,3.2384703159332275,3.2384703159332275,11170567
Ordinals USD,ORDI-USD,2023-10-14,3.217959403991699,3.2354297637939453,3.1715762615203857,3.179145336151123,3.179145336151123,9803520
Ordinals USD,ORDI-USD,2023-10-15,3.19208025932312,3.2151894569396973,3.0854525566101074,3.136101484298706,3.136101484298706,8626186
Ordinals USD,ORDI-USD,2023-10-16,3.147826910018921,3.29138708114624,3.147826910018921,3.2561442852020264,3.2561442852020264,14097585
Ordinals USD,ORDI-USD,2023-10-17,3.246611356735229,3.2578251361846924,3.1005959510803223,3.177339553833008,3.177339553833008,16842536
Ordinals USD,ORDI-USD,2023-10-18,3.159403085708618,3.507115602493286,3.147372245788574,3.4128451347351074,3.4128451347351074,10727668
Ordinals USD,ORDI-USD,2023-10-19,3.4773483276367188,3.5126423835754395,3.3225436210632324,3.4111390113830566,3.4111390113830566,7758402
Ordinals USD,ORDI-USD,2023-10-20,3.402947187423706,3.936920404434204,3.3826212882995605,3.8893892765045166,3.8893892765045166,21775326
Ordinals USD,ORDI-USD,2023-10-21,3.905574321746826,4.432323932647705,3.800828218460083,4.411992073059082,4.411992073059082,19013466
Ordinals USD,ORDI-USD,2023-10-22,4.32352876663208,4.407626628875732,3.969957590103149,4.071354389190674,4.071354389190674,16708043
Ordinals USD,ORDI-USD,2023-10-23,4.156959533691406,4.28108024597168,3.948564767837525,4.044526100158691,4.044526100158691,27611220
Ordinals USD,ORDI-USD,2023-10-24,4.823657989501953,5.434798240661621,4.6530327796936035,4.9335784912109375,4.9335784912109375,71349592
