Name,Symbol,Date,Open,High,Low,Close,Adj Close,Volume
Dubai Cat USD,DUBAICAT-USD,2023-09-21,1.6814568880363367e-05,1.6844984202180058e-05,1.6813028196338564e-05,1.6844984202180058e-05,1.6844984202180058e-05,1
Dubai Cat USD,DUBAICAT-USD,2023-09-25,1.681898174865637e-05,1.681898174865637e-05,1.681898174865637e-05,1.681898174865637e-05,1.681898174865637e-05,0
Dubai Cat USD,DUBAICAT-USD,2023-10-13,1.6472122297273017e-05,1.6472122297273017e-05,1.6472122297273017e-05,1.6472122297273017e-05,1.6472122297273017e-05,107
Dubai Cat USD,DUBAICAT-USD,2023-10-23,1.639114270801656e-05,1.639114270801656e-05,1.639114270801656e-05,1.639114270801656e-05,1.639114270801656e-05,10
