Name,Symbol,Date,Open,High,Low,Close,Adj Close,Volume
Vestige USD,VEST21683-USD,2023-10-13,0.0104062212631106,0.0108005749061703,0.0103954337537288,0.010785692371428,0.010785692371428,384
Vestige USD,VEST21683-USD,2023-10-23,0.0114832585677504,0.0116528505459427,0.0113705843687057,0.0116496449336409,0.0116496449336409,78
