Name,Symbol,Date,Open,High,Low,Close,Adj Close,Volume
Tige Inu USD,TINU27739-USD,2023-09-21,4.884468944510445e-05,4.88513323944062e-05,4.8838639486348256e-05,4.8838639486348256e-05,4.8838639486348256e-05,90
Tige Inu USD,TINU27739-USD,2023-10-13,6.321135879261419e-05,6.422062870115042e-05,6.051827949704602e-05,6.417051918106154e-05,6.417051918106154e-05,2
Tige Inu USD,TINU27739-USD,2023-10-23,3.775235381908715e-05,3.775235381908715e-05,3.775235381908715e-05,3.775235381908715e-05,3.775235381908715e-05,4
