Name,Symbol,Date,Open,High,Low,Close,Adj Close,Volume
Bob LION Inu USD,BNBLION-USD,2023-09-25,6.999999777858658e-20,7.025000019403366e-20,6.999999777858658e-20,7.025000019403366e-20,7.025000019403366e-20,641
Bob LION Inu USD,BNBLION-USD,2023-10-01,5.999999809593135e-20,6.350699832391184e-20,5.999999809593135e-20,6.350699832391184e-20,6.350699832391184e-20,96
Bob LION Inu USD,BNBLION-USD,2023-10-13,3.99999987306209e-20,4.485800138757642e-20,3.99999987306209e-20,4.485800138757642e-20,4.485800138757642e-20,1037
Bob LION Inu USD,BNBLION-USD,2023-10-18,8.999999714389703e-20,8.999999714389703e-20,8.730499747175953e-20,8.730499747175953e-20,8.730499747175953e-20,354
