Name,Symbol,Date,Open,High,Low,Close,Adj Close,Volume
Crypto Real Estate USD,CRE26771-USD,2023-09-25,0.0358897261321544,0.0360634624958038,0.0341443084180355,0.0341655015945434,0.0341655015945434,69834
Crypto Real Estate USD,CRE26771-USD,2023-10-23,0.024507438763976,0.0249812398105859,0.0234966240823268,0.0238787401467561,0.0238787401467561,118919
