Name,Symbol,Date,Open,High,Low,Close,Adj Close,Volume
Bambi USD,BAM-USD,2023-09-25,1.6695781424047595e-09,2.0344241846714795e-09,1.65657432216193e-09,1.672189386958678e-09,1.672189386958678e-09,36231
Bambi USD,BAM-USD,2023-10-23,1.174984998186801e-09,1.2155386697187962e-09,1.1734170302091231e-09,1.2069162336203474e-09,1.2069162336203474e-09,38634
