Name,Symbol,Date,Open,High,Low,Close,Adj Close,Volume
Beautiful Princess Disorder USD,BPD-USD,2023-09-25,1.280985634366516e-05,1.2942603461851832e-05,1.1878642908413894e-05,1.189769318443723e-05,1.189769318443723e-05,2297
Beautiful Princess Disorder USD,BPD-USD,2023-10-01,1.3798109648632815e-05,2.306897658854723e-05,1.3798109648632815e-05,1.895346576930024e-05,1.895346576930024e-05,31796
Beautiful Princess Disorder USD,BPD-USD,2023-10-13,1.1926490515179466e-05,1.289810097659938e-05,1.1921884834009688e-05,1.2075933227606583e-05,1.2075933227606583e-05,11
