Name,Symbol,Date,Open,High,Low,Close,Adj Close,Volume
Papi USD,PAPI-USD,2023-09-20,2.648748420597258e-07,2.655930018136133e-07,2.586725713626947e-07,2.600440609512589e-07,2.600440609512589e-07,122751
Papi USD,PAPI-USD,2023-09-21,2.600243078632048e-07,2.601702249194205e-07,2.532966902890621e-07,2.5590361474314705e-07,2.5590361474314705e-07,118730
Papi USD,PAPI-USD,2023-09-24,2.586461675946339e-07,2.597593322661851e-07,2.549383850691811e-07,2.549383850691811e-07,2.549383850691811e-07,140484
Papi USD,PAPI-USD,2023-09-25,2.551793727434415e-07,2.596892727524392e-07,2.504630458588508e-07,2.5570020056875364e-07,2.5570020056875364e-07,141967
Papi USD,PAPI-USD,2023-10-01,2.680974660052016e-07,2.7242990086051577e-07,2.6300585886929184e-07,2.7242990086051577e-07,2.7242990086051577e-07,137197
Papi USD,PAPI-USD,2023-10-13,2.4779953378129e-07,2.524681121940376e-07,2.4430815415144025e-07,2.5136020553873095e-07,2.5136020553873095e-07,84051
Papi USD,PAPI-USD,2023-10-18,2.4827227207424585e-07,2.512487071726355e-07,2.3377143065772546e-07,2.453993204198923e-07,2.453993204198923e-07,70421
Papi USD,PAPI-USD,2023-10-22,2.516583492706559e-07,2.645185475103063e-07,2.3130756687805842e-07,2.641340302034223e-07,2.641340302034223e-07,84498
Papi USD,PAPI-USD,2023-10-23,2.427663616799691e-07,2.658005939792929e-07,2.4275311716337455e-07,2.657079676282592e-07,2.657079676282592e-07,79488
