Name,Symbol,Date,Open,High,Low,Close,Adj Close,Volume
Ethereum 2.0 USD,ETH2027651-USD,2023-09-22,5.205448849743273e-10,5.205448849743273e-10,5.20498200096142e-10,5.20498200096142e-10,5.20498200096142e-10,499
Ethereum 2.0 USD,ETH2027651-USD,2023-09-25,5.227089316939271e-10,5.227089316939271e-10,5.227089316939271e-10,5.227089316939271e-10,5.227089316939271e-10,8
Ethereum 2.0 USD,ETH2027651-USD,2023-10-13,4.973523259899082e-10,5.07519859471727e-10,4.970679978733017e-10,5.05403663364489e-10,5.05403663364489e-10,89
Ethereum 2.0 USD,ETH2027651-USD,2023-10-23,5.585921725170806e-10,5.741858655206045e-10,5.481184395250692e-10,5.741858655206045e-10,5.741858655206045e-10,217
