Name,Symbol,Date,Open,High,Low,Close,Adj Close,Volume
Injustice Samurai USD,IS-USD,2023-09-21,6.168170835207931e-11,6.168947991325169e-11,6.166713667488111e-11,6.166713667488111e-11,6.166713667488111e-11,115
Injustice Samurai USD,IS-USD,2023-09-22,6.05204150683214e-11,6.052200407502539e-11,6.051289330732956e-11,6.051289330732956e-11,6.051289330732956e-11,64
Injustice Samurai USD,IS-USD,2023-09-25,5.902178745742502e-11,5.902828226211909e-11,5.902178745742502e-11,5.902828226211909e-11,5.902828226211909e-11,298
Injustice Samurai USD,IS-USD,2023-10-13,7.917737993023977e-11,1.299461371839783e-10,7.512415689525652e-11,1.1158923785004048e-10,1.1158923785004048e-10,8926
Injustice Samurai USD,IS-USD,2023-10-23,6.949694986158049e-11,7.261922313483993e-11,6.947648706345788e-11,7.00016572485751e-11,7.00016572485751e-11,272
