Name,Symbol,Date,Open,High,Low,Close,Adj Close,Volume
BOB 2.0 USD,BOB20-USD,2023-09-25,4.9831510716847466e-14,4.9852591672838743e-14,4.3717040756766426e-14,4.7666487727401896e-14,4.7666487727401896e-14,1219
BOB 2.0 USD,BOB20-USD,2023-10-13,5.0265679476819286e-14,5.0804300951714724e-14,4.721739085876767e-14,5.0512122018757037e-14,5.0512122018757037e-14,234
BOB 2.0 USD,BOB20-USD,2023-10-23,5.1970150324051965e-14,5.3948358502914704e-14,4.713111885902392e-14,4.8581215547800766e-14,4.8581215547800766e-14,863
