Name,Symbol,Date,Open,High,Low,Close,Adj Close,Volume
MEMEVENGERS USD,MMVG-USD,2023-09-22,2.1214050960338682e-08,2.1255917914686503e-08,2.1195111443717e-08,2.1255917914686503e-08,2.1255917914686503e-08,2434661
MEMEVENGERS USD,MMVG-USD,2023-09-25,2.1049483933666124e-08,2.1371610259279805e-08,2.1049483933666124e-08,2.1258991012018672e-08,2.1258991012018672e-08,2580280
MEMEVENGERS USD,MMVG-USD,2023-10-18,2.3730272857847012e-08,2.3934784820767163e-08,2.3452287223335592e-08,2.3526688153197032e-08,2.3526688153197032e-08,2620027
