Name,Symbol,Date,Open,High,Low,Close,Adj Close,Volume
TypeIt USD,TYPE27600-USD,2023-10-23,0.0074849557131528,0.0075048580765724,0.0050387624651193,0.0051149665378034,0.0051149665378034,309470
